model,dataset,outcome,critique_type,found_error,specific,y1_length
llama,humaneval,CC,vague_fix,True,False,263
llama,humaneval,CC,vague_fix,True,False,424
llama,humaneval,CC,specific_fix,True,True,149
llama,humaneval,CC,specific_fix,True,True,133
llama,humaneval,CC,vague_fix,True,False,219
llama,humaneval,CC,vague_fix,True,False,360
llama,humaneval,CC,specific_fix,True,True,352
llama,humaneval,CC,vague_fix,True,False,156
llama,humaneval,CC,specific_fix,True,True,210
llama,humaneval,CC,vague_fix,True,False,208
llama,humaneval,CC,vague_fix,True,False,167
llama,humaneval,CC,vague_fix,True,False,157
llama,humaneval,CC,specific_fix,True,True,255
llama,humaneval,CC,specific_fix,True,True,292
llama,humaneval,CC,vague_fix,True,False,115
llama,humaneval,CC,specific_fix,True,True,286
llama,humaneval,CC,vague_fix,True,False,295
llama,humaneval,CC,vague_fix,True,False,331
llama,humaneval,CC,vague_fix,True,False,278
llama,humaneval,CC,vague_fix,True,False,219
llama,humaneval,CC,vague_fix,True,False,196
llama,humaneval,CC,specific_fix,True,True,102
llama,humaneval,CC,vague_fix,True,False,266
llama,humaneval,CC,specific_fix,True,True,239
llama,humaneval,CC,specific_fix,True,True,252
llama,humaneval,CC,specific_fix,True,True,348
llama,humaneval,CC,specific_fix,True,True,152
llama,humaneval,CC,specific_fix,True,True,165
llama,humaneval,CC,vague_fix,True,False,535
llama,humaneval,CC,vague_fix,True,False,169
llama,humaneval,CC,vague_fix,True,False,144
llama,humaneval,CC,vague_fix,True,False,141
llama,humaneval,CC,vague_fix,True,False,255
llama,humaneval,CC,vague_fix,True,False,207
llama,humaneval,CW,specific_fix,True,True,333
llama,humaneval,CW,vague_fix,True,False,194
llama,humaneval,CW,specific_fix,True,True,160
llama,humaneval,CW,specific_fix,True,True,235
llama,humaneval,CW,vague_fix,True,False,272
llama,humaneval,CW,vague_fix,True,False,117
llama,humaneval,CW,specific_fix,True,True,302
llama,humaneval,CW,vague_fix,True,False,236
llama,humaneval,CW,vague_fix,True,False,227
llama,humaneval,CW,specific_fix,True,True,325
llama,humaneval,CW,vague_fix,True,False,350
llama,humaneval,CW,specific_fix,True,True,252
llama,humaneval,CW,vague_fix,True,False,340
llama,humaneval,WC,vague_fix,True,False,431
llama,humaneval,WC,specific_fix,True,True,108
llama,humaneval,WC,specific_fix,True,True,126
llama,humaneval,WC,vague_fix,True,False,227
llama,humaneval,WC,vague_fix,True,False,284
llama,humaneval,WC,vague_fix,True,False,396
llama,humaneval,WC,vague_fix,True,False,268
llama,humaneval,WC,specific_fix,True,True,188
llama,humaneval,WC,specific_fix,True,True,422
llama,humaneval,WC,specific_fix,True,True,349
llama,humaneval,WC,specific_fix,True,True,251
llama,humaneval,WC,specific_fix,True,True,286
llama,humaneval,WC,vague_fix,True,False,210
llama,humaneval,WC,specific_fix,True,True,264
llama,humaneval,WC,vague_fix,True,False,198
llama,humaneval,WC,specific_fix,True,True,187
llama,humaneval,WC,vague_fix,True,False,526
llama,humaneval,WC,specific_fix,True,True,263
llama,humaneval,WC,specific_fix,True,True,153
llama,humaneval,WC,specific_fix,True,True,173
llama,humaneval,WC,specific_fix,True,True,304
llama,humaneval,WC,specific_fix,True,True,221
llama,humaneval,WC,specific_fix,True,True,170
llama,humaneval,WW,specific_fix,True,True,402
llama,humaneval,WW,vague_fix,True,False,252
llama,humaneval,WW,vague_fix,True,False,263
llama,humaneval,WW,vague_fix,True,False,159
llama,humaneval,WW,vague_fix,True,False,240
llama,humaneval,WW,vague_fix,True,False,111
llama,humaneval,WW,specific_fix,True,True,256
llama,humaneval,WW,vague_fix,True,False,161
llama,humaneval,WW,specific_fix,True,True,333
llama,humaneval,WW,vague_fix,True,False,296
llama,humaneval,WW,specific_fix,True,True,202
llama,humaneval,WW,vague_fix,True,False,108
llama,humaneval,WW,specific_fix,True,True,212
llama,humaneval,WW,specific_fix,True,True,746
llama,humaneval,WW,vague_fix,True,False,66
llama,humaneval,WW,vague_fix,True,False,193
llama,humaneval,WW,vague_fix,True,False,495
llama,humaneval,WW,specific_fix,True,True,364
llama,humaneval,WW,vague_fix,True,False,344
llama,humaneval,WW,vague_fix,True,False,169
llama,humaneval,WW,vague_fix,True,False,123
llama,humaneval,WW,specific_fix,True,True,142
llama,humaneval,WW,specific_fix,True,True,133
llama,humaneval,WW,vague_fix,True,False,148
llama,humaneval,WW,vague_fix,True,False,147
llama,humaneval,WW,vague_fix,True,False,330
llama,humaneval,WW,vague_fix,True,False,180
llama,humaneval,WW,vague_fix,True,False,159
llama,humaneval,WW,specific_fix,True,True,381
llama,humaneval,WW,specific_fix,True,True,377
llama,humaneval,WW,specific_fix,True,True,227
llama,humaneval,WW,specific_fix,True,True,200
llama,humaneval,WW,vague_fix,True,False,189
llama,humaneval,WW,specific_fix,True,True,275
llama,humaneval,WW,vague_fix,True,False,251
llama,humaneval,WW,vague_fix,True,False,305
llama,humaneval,WW,specific_fix,True,True,234
llama,humaneval,WW,specific_fix,True,True,205
llama,humaneval,WW,vague_fix,True,False,779
llama,humaneval,WW,specific_fix,True,True,356
llama,humaneval,WW,specific_fix,True,True,488
llama,humaneval,WW,vague_fix,True,False,317
llama,humaneval,WW,vague_fix,True,False,182
llama,humaneval,WW,specific_fix,True,True,264
llama,humaneval,WW,specific_fix,True,True,304
llama,humaneval,WW,specific_fix,True,True,344
llama,humaneval,WW,vague_fix,True,False,452
llama,humaneval,WW,vague_fix,True,False,172
llama,humaneval,WW,vague_fix,True,False,383
llama,humaneval,WW,vague_fix,True,False,686
mistral,gsm8k,CC,specific_fix,True,True,186
mistral,gsm8k,CC,specific_fix,True,True,136
mistral,gsm8k,CC,specific_fix,True,True,43
mistral,gsm8k,CC,vague_fix,True,False,24
mistral,gsm8k,CC,specific_fix,True,True,28
mistral,gsm8k,CC,specific_fix,True,True,26
mistral,gsm8k,CC,specific_fix,True,True,208
mistral,gsm8k,CC,specific_fix,True,True,34
mistral,gsm8k,CC,vague_fix,True,False,17
mistral,gsm8k,CC,specific_fix,True,True,123
mistral,gsm8k,CC,vague_fix,True,False,23
mistral,gsm8k,CC,specific_fix,True,True,222
mistral,gsm8k,CC,specific_fix,True,True,85
mistral,gsm8k,CC,specific_fix,True,True,145
mistral,gsm8k,CC,specific_fix,True,True,181
mistral,gsm8k,CC,specific_fix,True,True,131
mistral,gsm8k,CC,specific_fix,True,True,150
mistral,gsm8k,CC,specific_fix,True,True,103
mistral,gsm8k,CC,specific_fix,True,True,410
mistral,gsm8k,CC,specific_fix,True,True,127
mistral,gsm8k,CC,specific_fix,True,True,29
mistral,gsm8k,CC,specific_fix,True,True,53
mistral,gsm8k,CC,specific_fix,True,True,25
mistral,gsm8k,CC,specific_fix,True,True,28
mistral,gsm8k,CC,specific_fix,True,True,65
mistral,gsm8k,CC,specific_fix,True,True,136
mistral,gsm8k,CC,vague_fix,True,False,57
mistral,gsm8k,CC,vague_fix,True,False,17
mistral,gsm8k,CC,specific_fix,True,True,62
mistral,gsm8k,CC,specific_fix,True,True,79
mistral,gsm8k,CC,specific_fix,True,True,108
mistral,gsm8k,CC,specific_fix,True,True,45
mistral,gsm8k,CC,specific_fix,True,True,165
mistral,gsm8k,CC,specific_fix,True,True,75
mistral,gsm8k,CC,specific_fix,True,True,26
mistral,gsm8k,CC,specific_fix,True,True,28
mistral,gsm8k,CC,specific_fix,True,True,100
mistral,gsm8k,CC,specific_fix,True,True,23
mistral,gsm8k,CC,specific_fix,True,True,98
mistral,gsm8k,CC,specific_fix,True,True,28
mistral,gsm8k,CC,specific_fix,True,True,131
mistral,gsm8k,CC,specific_fix,True,True,49
mistral,gsm8k,CC,vague_fix,True,False,26
mistral,gsm8k,CC,specific_fix,True,True,128
mistral,gsm8k,CC,specific_fix,True,True,30
mistral,gsm8k,CC,specific_fix,True,True,26
mistral,gsm8k,CC,specific_fix,True,True,25
mistral,gsm8k,CC,specific_fix,True,True,55
mistral,gsm8k,CC,specific_fix,True,True,127
mistral,gsm8k,CC,specific_fix,True,True,30
mistral,gsm8k,CW,vague_fix,True,False,13
mistral,gsm8k,CW,vague_fix,True,False,31
mistral,gsm8k,CW,vague_fix,True,False,70
mistral,gsm8k,CW,specific_fix,True,True,275
mistral,gsm8k,CW,specific_fix,True,True,103
mistral,gsm8k,WC,specific_fix,True,True,264
mistral,gsm8k,WC,specific_fix,True,True,191
mistral,gsm8k,WC,specific_fix,True,True,272
mistral,gsm8k,WC,specific_fix,True,True,335
mistral,gsm8k,WC,specific_fix,True,True,191
mistral,gsm8k,WC,specific_fix,True,True,360
mistral,gsm8k,WW,specific_fix,True,True,23
mistral,gsm8k,WW,specific_fix,True,True,23
mistral,gsm8k,WW,specific_fix,True,True,60
mistral,gsm8k,WW,specific_fix,True,True,28
mistral,gsm8k,WW,specific_fix,True,True,25
mistral,gsm8k,WW,specific_fix,True,True,28
mistral,gsm8k,WW,specific_fix,True,True,24
mistral,gsm8k,WW,specific_fix,True,True,36
mistral,gsm8k,WW,specific_fix,True,True,133
mistral,gsm8k,WW,specific_fix,True,True,55
mistral,gsm8k,WW,specific_fix,True,True,29
mistral,gsm8k,WW,specific_fix,True,True,27
mistral,gsm8k,WW,specific_fix,True,True,30
mistral,gsm8k,WW,vague_fix,True,False,15
mistral,gsm8k,WW,specific_fix,True,True,23
mistral,gsm8k,WW,vague_fix,True,False,11
mistral,gsm8k,WW,specific_fix,True,True,303
mistral,gsm8k,WW,specific_fix,True,True,81
mistral,gsm8k,WW,specific_fix,True,True,28
mistral,gsm8k,WW,specific_fix,True,True,198
mistral,gsm8k,WW,specific_fix,True,True,28
mistral,gsm8k,WW,specific_fix,True,True,28
mistral,gsm8k,WW,specific_fix,True,True,51
mistral,gsm8k,WW,specific_fix,True,True,29
mistral,gsm8k,WW,specific_fix,True,True,181
mistral,gsm8k,WW,specific_fix,True,True,200
mistral,gsm8k,WW,specific_fix,True,True,205
mistral,gsm8k,WW,specific_fix,True,True,141
mistral,gsm8k,WW,vague_fix,True,False,11
mistral,gsm8k,WW,specific_fix,True,True,229
mistral,gsm8k,WW,specific_fix,True,True,35
mistral,gsm8k,WW,specific_fix,True,True,24
mistral,gsm8k,WW,specific_fix,True,True,24
mistral,gsm8k,WW,specific_fix,True,True,60
mistral,gsm8k,WW,specific_fix,True,True,26
mistral,gsm8k,WW,specific_fix,True,True,45
mistral,gsm8k,WW,specific_fix,True,True,24
mistral,gsm8k,WW,specific_fix,True,True,70
mistral,gsm8k,WW,specific_fix,True,True,376
mistral,gsm8k,WW,specific_fix,True,True,58
mistral,gsm8k,WW,vague_fix,True,False,29
mistral,gsm8k,WW,specific_fix,True,True,219
mistral,gsm8k,WW,vague_fix,True,False,17
mistral,gsm8k,WW,specific_fix,True,True,135
mistral,gsm8k,WW,specific_fix,True,True,30
mistral,gsm8k,WW,specific_fix,True,True,216
mistral,gsm8k,WW,specific_fix,True,True,271
mistral,gsm8k,WW,specific_fix,True,True,133
mistral,gsm8k,WW,specific_fix,True,True,181
mistral,gsm8k,WW,specific_fix,True,True,82
mistral,triviaqa,CC,specific_fix,True,True,43
mistral,triviaqa,CC,specific_fix,True,True,70
mistral,triviaqa,CC,specific_fix,True,True,55
mistral,triviaqa,CC,specific_fix,True,True,51
mistral,triviaqa,CC,ambiguous,False,True,42
mistral,triviaqa,CC,specific_fix,True,True,83
mistral,triviaqa,CC,vague_fix,True,False,32
mistral,triviaqa,CC,specific_fix,True,True,52
mistral,triviaqa,CC,ambiguous,False,True,37
mistral,triviaqa,CC,vague_fix,True,False,56
mistral,triviaqa,CC,specific_fix,True,True,60
mistral,triviaqa,CC,specific_fix,True,True,37
mistral,triviaqa,CC,specific_fix,True,True,45
mistral,triviaqa,CC,specific_fix,True,True,55
mistral,triviaqa,CC,specific_fix,True,True,45
mistral,triviaqa,CC,specific_fix,True,True,45
mistral,triviaqa,CC,specific_fix,True,True,50
mistral,triviaqa,CC,specific_fix,True,True,46
mistral,triviaqa,CC,specific_fix,True,True,78
mistral,triviaqa,CC,specific_fix,True,True,49
mistral,triviaqa,CC,specific_fix,True,True,88
mistral,triviaqa,CC,specific_fix,True,True,54
mistral,triviaqa,CC,specific_fix,True,True,72
mistral,triviaqa,CC,specific_fix,True,True,50
mistral,triviaqa,CC,specific_fix,True,True,62
mistral,triviaqa,CC,specific_fix,True,True,46
mistral,triviaqa,CC,specific_fix,True,True,55
mistral,triviaqa,CC,specific_fix,True,True,68
mistral,triviaqa,CC,specific_fix,True,True,61
mistral,triviaqa,CC,specific_fix,True,True,65
mistral,triviaqa,CC,specific_fix,True,True,96
mistral,triviaqa,CC,specific_fix,True,True,52
mistral,triviaqa,CC,specific_fix,True,True,41
mistral,triviaqa,CC,specific_fix,True,True,81
mistral,triviaqa,CC,specific_fix,True,True,63
mistral,triviaqa,CC,vague_fix,True,False,31
mistral,triviaqa,CC,specific_fix,True,True,49
mistral,triviaqa,CC,specific_fix,True,True,49
mistral,triviaqa,CC,specific_fix,True,True,63
mistral,triviaqa,CC,specific_fix,True,True,80
mistral,triviaqa,CC,ambiguous,False,True,56
mistral,triviaqa,CC,specific_fix,True,True,71
mistral,triviaqa,CC,vague_fix,True,False,33
mistral,triviaqa,CC,specific_fix,True,True,49
mistral,triviaqa,CC,specific_fix,True,True,103
mistral,triviaqa,CC,specific_fix,True,True,79
mistral,triviaqa,CC,specific_fix,True,True,73
mistral,triviaqa,CC,ambiguous,False,True,48
mistral,triviaqa,CC,specific_fix,True,True,74
mistral,triviaqa,CC,vague_fix,True,False,51
mistral,triviaqa,CW,vague_fix,True,False,37
mistral,triviaqa,CW,specific_fix,True,True,133
mistral,triviaqa,CW,specific_fix,True,True,62
mistral,triviaqa,CW,vague_fix,True,False,103
mistral,triviaqa,CW,specific_fix,True,True,51
mistral,triviaqa,CW,vague_fix,True,False,28
mistral,triviaqa,WC,vague_fix,True,False,46
mistral,triviaqa,WC,specific_fix,True,True,66
mistral,triviaqa,WC,specific_fix,True,True,105
mistral,triviaqa,WC,vague_fix,True,False,84
mistral,triviaqa,WC,specific_fix,True,True,50
mistral,triviaqa,WW,ambiguous,False,True,47
mistral,triviaqa,WW,specific_fix,True,True,49
mistral,triviaqa,WW,specific_fix,True,True,48
mistral,triviaqa,WW,specific_fix,True,True,59
mistral,triviaqa,WW,specific_fix,True,True,57
mistral,triviaqa,WW,specific_fix,True,True,58
mistral,triviaqa,WW,specific_fix,True,True,68
mistral,triviaqa,WW,specific_fix,True,True,49
mistral,triviaqa,WW,specific_fix,True,True,61
mistral,triviaqa,WW,specific_fix,True,True,71
mistral,triviaqa,WW,specific_fix,True,True,55
mistral,triviaqa,WW,specific_fix,True,True,51
mistral,triviaqa,WW,specific_fix,True,True,49
mistral,triviaqa,WW,specific_fix,True,True,91
mistral,triviaqa,WW,specific_fix,True,True,61
mistral,triviaqa,WW,specific_fix,True,True,53
mistral,triviaqa,WW,specific_fix,True,True,82
mistral,triviaqa,WW,specific_fix,True,True,62
mistral,triviaqa,WW,specific_fix,True,True,92
mistral,triviaqa,WW,specific_fix,True,True,57
mistral,triviaqa,WW,specific_fix,True,True,60
mistral,triviaqa,WW,vague_fix,True,False,85
mistral,triviaqa,WW,ambiguous,False,True,48
mistral,triviaqa,WW,specific_fix,True,True,55
mistral,triviaqa,WW,specific_fix,True,True,30
mistral,triviaqa,WW,vague_fix,True,False,58
mistral,triviaqa,WW,specific_fix,True,True,74
mistral,triviaqa,WW,ambiguous,False,True,47
mistral,triviaqa,WW,ambiguous,False,True,48
mistral,triviaqa,WW,specific_fix,True,True,61
mistral,triviaqa,WW,vague_fix,True,False,43
mistral,triviaqa,WW,specific_fix,True,True,97
mistral,triviaqa,WW,specific_fix,True,True,63
mistral,triviaqa,WW,specific_fix,True,True,53
mistral,triviaqa,WW,specific_fix,True,True,58
mistral,triviaqa,WW,specific_fix,True,True,93
mistral,triviaqa,WW,specific_fix,True,True,65
mistral,triviaqa,WW,specific_fix,True,True,67
mistral,triviaqa,WW,specific_fix,True,True,52
mistral,triviaqa,WW,specific_fix,True,True,89
mistral,triviaqa,WW,specific_fix,True,True,74
mistral,triviaqa,WW,specific_fix,True,True,50
mistral,triviaqa,WW,specific_fix,True,True,106
mistral,triviaqa,WW,vague_fix,True,False,97
mistral,triviaqa,WW,specific_fix,True,True,63
mistral,triviaqa,WW,specific_fix,True,True,52
mistral,triviaqa,WW,specific_fix,True,True,68
mistral,triviaqa,WW,vague_fix,True,False,42
mistral,triviaqa,WW,specific_fix,True,True,66
mistral,triviaqa,WW,ambiguous,False,True,91
mistral,strategyqa,CC,specific_fix,True,True,104
mistral,strategyqa,CC,vague_fix,True,False,148
mistral,strategyqa,CC,specific_fix,True,True,129
mistral,strategyqa,CC,vague_fix,True,False,173
mistral,strategyqa,CC,vague_fix,True,False,106
mistral,strategyqa,CC,specific_fix,True,True,88
mistral,strategyqa,CC,specific_fix,True,True,157
mistral,strategyqa,CC,vague_fix,True,False,90
mistral,strategyqa,CC,ambiguous,False,False,81
mistral,strategyqa,CC,vague_fix,True,False,82
mistral,strategyqa,CC,specific_fix,True,True,104
mistral,strategyqa,CC,ambiguous,False,True,95
mistral,strategyqa,CC,vague_fix,True,False,85
mistral,strategyqa,CC,specific_fix,True,True,135
mistral,strategyqa,CC,vague_fix,True,False,148
mistral,strategyqa,CC,specific_fix,True,True,91
mistral,strategyqa,CC,vague_fix,True,False,121
mistral,strategyqa,CC,specific_fix,True,True,174
mistral,strategyqa,CC,specific_fix,True,True,95
mistral,strategyqa,CC,vague_fix,True,False,98
mistral,strategyqa,CC,specific_fix,True,True,216
mistral,strategyqa,CC,specific_fix,True,True,88
mistral,strategyqa,CC,vague_fix,True,False,210
mistral,strategyqa,CC,vague_fix,True,False,81
mistral,strategyqa,CC,specific_fix,True,True,160
mistral,strategyqa,CC,specific_fix,True,True,119
mistral,strategyqa,CC,vague_fix,True,False,203
mistral,strategyqa,CC,vague_fix,True,False,115
mistral,strategyqa,CC,vague_fix,True,False,153
mistral,strategyqa,CC,ambiguous,False,True,98
mistral,strategyqa,CC,specific_fix,True,True,183
mistral,strategyqa,CC,specific_fix,True,True,176
mistral,strategyqa,CC,vague_fix,True,False,127
mistral,strategyqa,CC,vague_fix,True,False,120
mistral,strategyqa,CC,specific_fix,True,True,222
mistral,strategyqa,CC,ambiguous,False,False,114
mistral,strategyqa,CC,ambiguous,False,False,99
mistral,strategyqa,CC,ambiguous,False,False,117
mistral,strategyqa,CC,specific_fix,True,True,89
mistral,strategyqa,CC,specific_fix,True,True,160
mistral,strategyqa,CC,vague_fix,True,False,103
mistral,strategyqa,CC,specific_fix,True,True,180
mistral,strategyqa,CC,specific_fix,True,True,163
mistral,strategyqa,CC,specific_fix,True,True,118
mistral,strategyqa,CC,vague_fix,True,False,72
mistral,strategyqa,CC,vague_fix,True,False,112
mistral,strategyqa,CC,specific_fix,True,True,128
mistral,strategyqa,CC,specific_fix,True,True,104
mistral,strategyqa,CC,specific_fix,True,True,109
mistral,strategyqa,CC,specific_fix,True,True,175
mistral,strategyqa,CW,vague_fix,True,False,237
mistral,strategyqa,CW,ambiguous,False,False,119
mistral,strategyqa,CW,vague_fix,True,False,174
mistral,strategyqa,CW,vague_fix,True,False,139
mistral,strategyqa,CW,ambiguous,False,True,117
mistral,strategyqa,CW,ambiguous,False,False,180
mistral,strategyqa,CW,vague_fix,True,False,167
mistral,strategyqa,CW,specific_fix,True,True,132
mistral,strategyqa,CW,vague_fix,True,False,124
mistral,strategyqa,CW,ambiguous,False,False,108
mistral,strategyqa,CW,ambiguous,False,False,138
mistral,strategyqa,CW,vague_fix,True,False,119
mistral,strategyqa,CW,specific_fix,True,True,128
mistral,strategyqa,CW,specific_fix,True,True,146
mistral,strategyqa,CW,vague_fix,True,False,71
mistral,strategyqa,CW,specific_fix,True,True,89
mistral,strategyqa,CW,vague_fix,True,False,213
mistral,strategyqa,CW,specific_fix,True,True,191
mistral,strategyqa,CW,vague_fix,True,False,127
mistral,strategyqa,CW,vague_fix,True,False,87
mistral,strategyqa,CW,ambiguous,False,True,98
mistral,strategyqa,CW,vague_fix,True,False,158
mistral,strategyqa,CW,specific_fix,True,True,94
mistral,strategyqa,CW,vague_fix,True,False,183
mistral,strategyqa,CW,vague_fix,True,False,200
mistral,strategyqa,CW,ambiguous,False,False,223
mistral,strategyqa,CW,ambiguous,False,True,151
mistral,strategyqa,CW,vague_fix,True,False,142
mistral,strategyqa,CW,specific_fix,True,True,222
mistral,strategyqa,CW,specific_fix,True,True,170
mistral,strategyqa,CW,vague_fix,True,False,211
mistral,strategyqa,CW,specific_fix,True,True,106
mistral,strategyqa,CW,specific_fix,True,True,121
mistral,strategyqa,CW,specific_fix,True,True,119
mistral,strategyqa,CW,specific_fix,True,True,84
mistral,strategyqa,CW,vague_fix,True,False,110
mistral,strategyqa,CW,specific_fix,True,True,142
mistral,strategyqa,CW,vague_fix,True,False,117
mistral,strategyqa,CW,vague_fix,True,False,104
mistral,strategyqa,CW,vague_fix,True,False,133
mistral,strategyqa,CW,vague_fix,True,False,102
mistral,strategyqa,CW,ambiguous,False,False,71
mistral,strategyqa,CW,vague_fix,True,False,173
mistral,strategyqa,CW,ambiguous,False,False,106
mistral,strategyqa,CW,specific_fix,True,True,80
mistral,strategyqa,CW,vague_fix,True,False,180
mistral,strategyqa,CW,specific_fix,True,True,139
mistral,strategyqa,CW,vague_fix,True,False,150
mistral,strategyqa,CW,vague_fix,True,False,208
mistral,strategyqa,CW,specific_fix,True,True,261
mistral,strategyqa,WC,vague_fix,True,False,197
mistral,strategyqa,WC,vague_fix,True,False,261
mistral,strategyqa,WC,vague_fix,True,False,199
mistral,strategyqa,WC,specific_fix,True,True,192
mistral,strategyqa,WC,ambiguous,False,False,121
mistral,strategyqa,WC,specific_fix,True,True,193
mistral,strategyqa,WC,specific_fix,True,True,92
mistral,strategyqa,WC,specific_fix,True,True,168
mistral,strategyqa,WC,specific_fix,True,True,198
mistral,strategyqa,WC,specific_fix,True,True,296
mistral,strategyqa,WC,confirmed_correct,False,True,160
mistral,strategyqa,WC,ambiguous,False,True,134
mistral,strategyqa,WC,vague_fix,True,False,169
mistral,strategyqa,WC,specific_fix,True,True,141
mistral,strategyqa,WC,ambiguous,False,True,104
mistral,strategyqa,WC,specific_fix,True,True,113
mistral,strategyqa,WC,ambiguous,False,True,194
mistral,strategyqa,WC,specific_fix,True,True,127
mistral,strategyqa,WC,specific_fix,True,True,110
mistral,strategyqa,WC,specific_fix,True,True,142
mistral,strategyqa,WC,specific_fix,True,True,114
mistral,strategyqa,WC,vague_fix,True,False,99
mistral,strategyqa,WC,vague_fix,True,False,141
mistral,strategyqa,WC,vague_fix,True,False,158
mistral,strategyqa,WC,ambiguous,False,False,162
mistral,strategyqa,WC,specific_fix,True,True,151
mistral,strategyqa,WC,specific_fix,True,True,235
mistral,strategyqa,WC,ambiguous,False,True,88
mistral,strategyqa,WC,ambiguous,False,True,115
mistral,strategyqa,WC,specific_fix,True,True,146
mistral,strategyqa,WC,specific_fix,True,True,197
mistral,strategyqa,WC,specific_fix,True,True,79
mistral,strategyqa,WC,specific_fix,True,True,108
mistral,strategyqa,WC,specific_fix,True,True,104
mistral,strategyqa,WC,specific_fix,True,True,155
mistral,strategyqa,WC,specific_fix,True,True,139
mistral,strategyqa,WC,specific_fix,True,True,126
mistral,strategyqa,WC,ambiguous,False,False,162
mistral,strategyqa,WC,vague_fix,True,False,133
mistral,strategyqa,WC,specific_fix,True,True,159
mistral,strategyqa,WC,specific_fix,True,True,89
mistral,strategyqa,WC,ambiguous,False,True,79
mistral,strategyqa,WC,specific_fix,True,True,136
mistral,strategyqa,WC,specific_fix,True,True,171
mistral,strategyqa,WC,specific_fix,True,True,152
mistral,strategyqa,WC,vague_fix,True,False,150
mistral,strategyqa,WC,specific_fix,True,True,112
mistral,strategyqa,WC,ambiguous,False,True,126
mistral,strategyqa,WC,vague_fix,True,False,158
mistral,strategyqa,WC,ambiguous,False,False,202
mistral,strategyqa,WW,ambiguous,False,False,148
mistral,strategyqa,WW,ambiguous,False,True,124
mistral,strategyqa,WW,vague_fix,True,False,189
mistral,strategyqa,WW,specific_fix,True,True,134
mistral,strategyqa,WW,specific_fix,True,True,76
mistral,strategyqa,WW,specific_fix,True,True,176
mistral,strategyqa,WW,ambiguous,False,True,136
mistral,strategyqa,WW,vague_fix,True,False,174
mistral,strategyqa,WW,specific_fix,True,True,201
mistral,strategyqa,WW,specific_fix,True,True,98
mistral,strategyqa,WW,vague_fix,True,False,163
mistral,strategyqa,WW,specific_fix,True,True,135
mistral,strategyqa,WW,vague_fix,True,False,171
mistral,strategyqa,WW,specific_fix,True,True,205
mistral,strategyqa,WW,vague_fix,True,False,140
mistral,strategyqa,WW,vague_fix,True,False,184
mistral,strategyqa,WW,vague_fix,True,False,174
mistral,strategyqa,WW,specific_fix,True,True,132
mistral,strategyqa,WW,ambiguous,False,True,193
mistral,strategyqa,WW,vague_fix,True,False,157
mistral,strategyqa,WW,vague_fix,True,False,165
mistral,strategyqa,WW,ambiguous,False,True,107
mistral,strategyqa,WW,vague_fix,True,False,162
mistral,strategyqa,WW,specific_fix,True,True,171
mistral,strategyqa,WW,specific_fix,True,True,236
mistral,strategyqa,WW,vague_fix,True,False,180
mistral,strategyqa,WW,specific_fix,True,True,68
mistral,strategyqa,WW,ambiguous,False,False,101
mistral,strategyqa,WW,vague_fix,True,False,115
mistral,strategyqa,WW,ambiguous,False,False,100
mistral,strategyqa,WW,vague_fix,True,False,141
mistral,strategyqa,WW,vague_fix,True,False,86
mistral,strategyqa,WW,vague_fix,True,False,126
mistral,strategyqa,WW,specific_fix,True,True,215
mistral,strategyqa,WW,specific_fix,True,True,129
mistral,strategyqa,WW,ambiguous,False,True,125
mistral,strategyqa,WW,specific_fix,True,True,216
mistral,strategyqa,WW,ambiguous,False,False,190
mistral,strategyqa,WW,vague_fix,True,False,127
mistral,strategyqa,WW,specific_fix,True,True,104
mistral,strategyqa,WW,specific_fix,True,True,104
mistral,strategyqa,WW,specific_fix,True,True,134
mistral,strategyqa,WW,specific_fix,True,True,103
mistral,strategyqa,WW,vague_fix,True,False,217
mistral,strategyqa,WW,specific_fix,True,True,90
mistral,strategyqa,WW,vague_fix,True,False,135
mistral,strategyqa,WW,specific_fix,True,True,167
mistral,strategyqa,WW,ambiguous,False,True,207
mistral,strategyqa,WW,specific_fix,True,True,116
mistral,strategyqa,WW,specific_fix,True,True,170
mistral,humaneval,CC,vague_fix,True,False,264
mistral,humaneval,CC,vague_fix,True,False,160
mistral,humaneval,CC,vague_fix,True,False,147
mistral,humaneval,CC,specific_fix,True,True,243
mistral,humaneval,CC,vague_fix,True,False,315
mistral,humaneval,CC,specific_fix,True,True,268
mistral,humaneval,CC,vague_fix,True,False,123
mistral,humaneval,CC,vague_fix,True,False,340
mistral,humaneval,CC,vague_fix,True,False,225
mistral,humaneval,CC,vague_fix,True,False,136
mistral,humaneval,CC,vague_fix,True,False,265
mistral,humaneval,CC,vague_fix,True,False,263
mistral,humaneval,CC,vague_fix,True,False,184
mistral,humaneval,CC,vague_fix,True,False,205
mistral,humaneval,CC,vague_fix,True,False,382
mistral,humaneval,CC,vague_fix,True,False,145
mistral,humaneval,CW,specific_fix,True,True,234
mistral,humaneval,CW,specific_fix,True,True,311
mistral,humaneval,CW,vague_fix,True,False,128
mistral,humaneval,CW,specific_fix,True,True,134
mistral,humaneval,CW,vague_fix,True,False,241
mistral,humaneval,CW,specific_fix,True,True,263
mistral,humaneval,CW,vague_fix,True,False,170
mistral,humaneval,CW,specific_fix,True,True,170
mistral,humaneval,CW,vague_fix,True,False,227
mistral,humaneval,CW,vague_fix,True,False,225
mistral,humaneval,CW,vague_fix,True,False,128
